ID IMDB;NOM;ANNEE;RATING;URL;LIEU TOURNAGE;GENRES;LANGUE;RESUME;PAYS;
tt0062572;Opération vol;1969–1970;7.5;/title/tt0062572/?ref_=nm_flmg_t_11_act; USA, California, Universal Studios - 100 Universal City Plaza  Universal City;Action,Adventure,Crime;English;The adventures of suave cat burglar Alexander Mundy, who plies his trade for the U.S. Government.;United States
tt0064664;Lingots à gogo;1969;4.8;/title/tt0064664/?ref_=nm_flmg_t_12_act; Italy, Tuscany,Tirrenia Studios  Tirrenia;Adventure,Comedy,Crime;English;A veteran Secret Service Agent from Britain hijacks a government shipment of fifteen million dollars of gold out of an irritation for never being knighted.;United States
tt0062974;La Vallée du bonheur;1968;6.1;/title/tt0062974/?ref_=nm_flmg_t_13_act; USA, California,Potrero Valley  Thousand Oaks;Family,Fantasy,Musical;English;An Irish immigrant and his daughter move into a town in the American South with a magical piece of gold that will change people's lives, including a struggling farmer and African American citizens threatened by a bigoted politician.;United States
tt0054535;Le Jeune Docteur Kildare;1965;7.0;/title/tt0054535/?ref_=nm_flmg_t_14_act;;Drama;;The dramatic relationship between a young medical intern and his surgeon mentor.;
tt0056742;Bob Hope Presents the Chrysler Theatre;1964;7.6;/title/tt0056742/?ref_=nm_flmg_t_15_act; USA, California,Universal Studios - 100 Universal City Plaza  Universal City;Adventure,Comedy,Crime;English;Legendary entertainer Bob Hope hosted, and occasionally starred in, one of the last major anthology series on network television. Dramatic and comedy shows were presented, featuring many of Hollywood's top names, including quite a few who didn't do much television otherwise. Every month or so, Hope would host a variety special in the show's timeslot. On those occasion... Read all;United States
tt0182576;Les Griffin;2014;8.2;/title/tt0182576/?ref_=nm_flmg_t_1_act; USA, California,Los Angeles;Animation,Comedy;English;In a wacky Rhode Island town, a dysfunctional family strives to cope with everyday life as they are thrown from one crazy scenario to another.;United States
tt1368858;The Forger;2012;5.3;/title/tt1368858/?ref_=nm_flmg_t_2_act; USA, California,Carmel;Drama;English;A teenager wanders into Carmel, California, where he is soon introduced to the art-forgery community.;United States
tt1816518;Ernest et Célestine;2012;7.8;/title/tt1816518/?ref_=nm_flmg_t_3_act;;Animation,Adventure,Comedy;French;The story of an unlikely friendship between a bear, Ernest, and a young mouse named Celestine.;France
tt0858500;Wide Blue Yonder;2010;5.8;/title/tt0858500/?ref_=nm_flmg_t_4_act; Norway,Kopervik,;Comedy,Drama;English;A black comedy about an old rogue named Wally, who breaks all the rules to fulfill an old friends dying wish to be buried at sea.;Norway
tt1295021;Scooby-Doo! et la Créature des ténèbres;2008;6.3;/title/tt1295021/?ref_=nm_flmg_t_5_act;;Animation,Adventure,Comedy;English;Scooby-Doo and Shaggy must go into the underworld ruled by the Goblin King in order to stop a mortal named The Amazing Krudsky who wants power and is a threat to their pals, Fred, Velma and Daphne.;United States
tt1278345;Eve;2008;6.0;/title/tt1278345/?ref_=nm_flmg_t_6_act;;Short,Comedy,Romance;English;Kate is a young woman visiting her grandmother to talk about her mother "Eve" but instead she surprisingly ends up as both chauffeur and chaperone on her grandmother's romantic dinner date with a widower named Joe.;United States
tt0783608;The Walker;2007;5.8;/title/tt0783608/?ref_=nm_flmg_t_7_act;;Crime,Drama,Mystery;English;An escort who caters to Washington, D.C.'s society ladies becomes involved in a murder case.;United States
tt0141842;Les Soprano;2006;9.2;/title/tt0141842/?ref_=nm_flmg_t_8_act; USA, New Jersey,Satin Dolls - 230 State Route 17 S.  Lodi;Crime,Drama;English;New Jersey mob boss Tony Soprano deals with personal and professional issues in his home and business life that affect his mental state, leading him to seek professional psychiatric counseling.;United States
tt0439848;These Foolish Things;2006;5.4;/title/tt0439848/?ref_=nm_flmg_t_9_act; UK, England,Exchange Avenue  Bristol;Comedy,Drama,Romance;English;A struggling young actress, a fledgling director and an ambitious playwright become embroiled in an emotional love triangle as they strive for recognition, fame and fortune in a world on the brink of World War II.;United Kingdom
tt0342735;Manderlay;2005;7.2;/title/tt0342735/?ref_=nm_flmg_t_10_act;;Drama;English;A story of slavery, set in the southern U.S. in the 1930s.;Denmark
tt0491524;Amália Traída;2004;6.5;/title/tt0491524/?ref_=nm_flmg_t_11_act;;Short;English;Ironic take on soap opera presenting, in word and song, the life of Portuguese fado singer, Amália Rodrigues;Italy
tt0338201;The Limit;2004;4.5;/title/tt0338201/?ref_=nm_flmg_t_12_act;;Crime,Drama,Mystery;English;An elderly woman turns the tables on her kidnapper.;Canada
tt0337876;Birth;2004;6.2;/title/tt0337876/?ref_=nm_flmg_t_13_act; USA, New York, Manhattan  New York City;Drama,Fantasy,Mystery;English;A young boy attempts to convince a woman that he is her dead husband reborn.;United States
tt0347149;Le château ambulant;2004;8.2;/title/tt0347149/?ref_=nm_flmg_t_14_act;;Animation,Adventure,Family;Japanese;When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.;Japan
tt0276919;Dogville;2003;8.0;/title/tt0276919/?ref_=nm_flmg_t_15_act; Sweden, Västra Götalands län,Trollhättan;Crime,Drama;English;A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor, but when a search visits the town she finds out that their support has a price.;Denmark
tt0069899;L'histoire très bonne et très joyeuse de Colinot Trousse-Chemise;1973;4.6;/title/tt0069899/?ref_=nm_flmg_t_1_act; France, Dordogne,Carsac-Aillac;Comedy;French;Colinot is a young, happy man, until the day three highway robbers abduct his fiancee. The search for her leads him to meet so many young, pretty, sexy girls - that when he finally encounters his fiancee, he is no longer sure he loves her.;France
tt0069990;Don Juan ou Si Don Juan était une femme...;1973;5.0;/title/tt0069990/?ref_=nm_flmg_t_2_act; France, Hauts-de-Seine,Studios de Billancourt - 50 Quai du Point du Jour  Boulogne-Billancourt;Drama;French;A modern-day Don Juan-styled woman, who prides herself in the destruction of men who have fallen for her charms, reveals to a priest the murder she has committed and honestly details her past sexual encounters.;France
tt0067637;Les Pétroleuses;1971;5.2;/title/tt0067637/?ref_=nm_flmg_t_3_act; Spain, Castilla y León,Cascajares de la Sierra  Burgos;Action,Comedy,Western;French;Outlaw sisters in the old West inherit a ranch and try to settle down and develop relationships with neighboring family of lots of brothers.;United Kingdom
tt0066857;Boulevard du Rhum;1971;5.6;/title/tt0066857/?ref_=nm_flmg_t_4_act; Mexico, Distrito Federal, Calle 16 de Septiembre Zocale  Mexico City;Adventure,Comedy;French;In the prohibition years, the 'rumrunners' travel through the Caribbean Sea with the forbidden liquor barely escaping the ship patrols. While on the run, one of the bootleggers falls in love with an actress on a movie set.;France
tt0066164;Les Novices;1970;5.1;/title/tt0066164/?ref_=nm_flmg_t_5_act; France,Brittany,;Comedy,Drama;French;Agnes is a nun who goes with her order to the beach for a swim in the ocean. Agnes finds some perfectly-fitting mod garb and a motor bike left for her to use, and she takes off on an adventurous romp.;France
tt0064779;L'ours et la poupée;1970;6.3;/title/tt0064779/?ref_=nm_flmg_t_6_act;;Comedy;French;Cellist Gaspard is living in a big house in the country with his son and three nieces. He likes being quiet. One day, his modest car bumps into a Rolls-Royce, driven by Felicia, a young, beautiful, wealthy and temperamental woman. And she knows it. She is very angry at him because he seems not to be under her charm. She decides to seduce him, but Gaspard did not feel ... Read all;France
tt0064324;Les femmes;1969;5.5;/title/tt0064324/?ref_=nm_flmg_t_7_act;;Comedy;French;Clara becomes a secretary who must cater to all the desires of the womanizing writer Jérôme, while he tries to write his memoirs.;France
tt0063592;Shalako;1968;5.6;/title/tt0063592/?ref_=nm_flmg_t_8_act; UK, England, Shepperton  Surrey;Drama,Western;English;In 1880 New Mexico, a group of European hunters runs afoul of the Apache but is aided by an ex-cavalryman turned guide.;United Kingdom
tt0063715;Histoires extraordinaires;1968;6.4;/title/tt0063715/?ref_=nm_flmg_t_9_act; Italy, Lazio,Castel Gandolfo  Rome;Drama,Horror,Mystery;French;A trio of Edgar Allan Poe adaptations about a cruel countess haunted by her cousin's stallion, a sadistic soldier haunted by his doppelgänger, and an alcoholic actor haunted by the Devil.;France
tt11609168;Brigitte Bardot: Mister Sun;1967;;/title/tt11609168/?ref_=nm_flmg_t_10_act;;Short,Music;English;;France
tt11609138;Brigitte Bardot: La madrague;1967;6.0;/title/tt11609138/?ref_=nm_flmg_t_11_act;;Short,Music;English;;France
tt11609132;Brigitte Bardot: Ce n'est pas vrai;1967;;/title/tt11609132/?ref_=nm_flmg_t_12_act;;Short,Music;English;;France
tt11609126;Brigitte Bardot: Le diable est anglais;1967;;/title/tt11609126/?ref_=nm_flmg_t_13_act;;Short,Music;English;;France
tt11609104;Brigitte Bardot: Bubble Gum;1967;6.9;/title/tt11609104/?ref_=nm_flmg_t_14_act;;Short,Music;French;;France
tt11609088;Brigitte Bardot: Marseillaise;1967;5.8;/title/tt11609088/?ref_=nm_flmg_t_15_act;;Short,Music;French;;France
tt0082801;Les voisins;1981;5.5;/title/tt0082801/?ref_=nm_flmg_t_1_act; USA, New York,Staten Island  New York City;Comedy;English;A quiet man's peaceful suburban lifestyle is threatened by the new, obnoxious couple that moves in next door.;United States
tt0082200;Deux drôles d'oiseaux;1981;6.2;/title/tt0082200/?ref_=nm_flmg_t_2_act; USA, Washington,Cedar Falls;Comedy,Romance;English;A hard-nosed Chicago journalist has an unlikely love affair with an eagle researcher.;United States
tt0080455;Les Blues Brothers;1980;7.9;/title/tt0080455/?ref_=nm_flmg_t_3_act; USA, Illinois,15101 Dixie Highway  Harvey;Action,Adventure,Comedy;English;Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&B band and save the Catholic home where the two were raised, outrunning the police as they tear through Chicago.;United States
tt0078723;1941;1979;5.8;/title/tt0078723/?ref_=nm_flmg_t_4_act; USA, Oregon,Gold Beach;Action,Comedy,War;English;Hysterical Californians prepare for a Japanese invasion in the days after Pearl Harbor.;United States
tt0072562;Saturday Night Live;1975–1979;8.0;/title/tt0072562/?ref_=nm_flmg_t_5_act; USA, New York, Manhattan  New York City;Comedy,Music;English;A famous guest host stars in parodies and sketches created by the cast of this witty show.;United States
tt0079660;Old Boyfriends;1979;5.8;/title/tt0079660/?ref_=nm_flmg_t_6_act; USA, California,Whittier;Drama;English;When her marriage falls apart, a psychiatrist seeks out the former boyfriends who left the biggest impacts on her life, mostly in negative ways.;United States
tt0076816;Things We Did Last Summer;1978;6.9;/title/tt0076816/?ref_=nm_flmg_t_7_act;;Comedy,Music;Spanish;Garret Morris vignette has him going back to his old job posing for lawn jockeys.;United States
tt0077621;En route vers le Sud;1978;6.2;/title/tt0077621/?ref_=nm_flmg_t_8_act; Mexico,Durango,;Comedy,Romance,Western;Spanish;Due to the lack of men after the Civil War, a small western town allows a bachelorette with ulterior motives to save a horse thief from the gallows by marrying him. They must deal with his old gang, the Sheriff, the bank, and each other.;United States
tt0077975;American College;1978;7.4;/title/tt0077975/?ref_=nm_flmg_t_9_act; USA, Oregon,751 East 11th Street  Eugene;Comedy;English;At a 1962 college, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him.;United States
tt0077147;The Rutles: All You Need Is Cash;1978;7.3;/title/tt0077147/?ref_=nm_flmg_t_10_act; UK, England, St. John's Wood  London;Comedy,Music;English;Charts the adventures of the prefab four, possibly the most famous band of all time.;United Kingdom
tt0775426;The Beach Boys: It's OK;1976;7.7;/title/tt0775426/?ref_=nm_flmg_t_11_act; USA, California,Hollywood  Los Angeles;Comedy,Music;English;The Beach Boys' television special includes interview segments, comedy sketches, and concert footage from Brian Wilson's 1976 return to the concert stage.;United States
tt0073691;Tarzoon: La Honte de la jungle;1975;5.0;/title/tt0073691/?ref_=nm_flmg_t_12_act;;Adventure,Animation,Comedy;French;Shame, the ape man of the jungle, sets off to rescue his woman, June, when a gang of giant penises kidnaps her.;France
tt0301538;National Lampoon Television Show: Lemmings Dead in Concert;1973;6.3;/title/tt0301538/?ref_=nm_flmg_t_13_act;;Comedy,Music;English;This music-stage performance-mockumentary showcases a mock-rock festival, Woodshuck: three days of peace, love and death. Many Woodstock performers and others are spoofed.;United States
tt9121232;Den obesegrade kvinnligheten;2018;7.0;/title/tt9121232/?ref_=nm_flmg_t_1_act;;Biography;Swedish;"The Undefeated Femininity" - a film about Gun Grut Bergman. In September 1949 Ingmar Bergman left his wife and five children, and escaped to Paris with a new woman, Gun Grut. It was the beginning of a passionate love affair, an enduring jealousy drama and a new theme in Bergman's films. Now their son, Ingmar Bergman Jr, walks in his parents' footsteps, from Paris to ... Read all;Sweden
tt0119496;En présence d'un clown;1997;6.9;/title/tt0119496/?ref_=nm_flmg_t_2_act;;Drama;Swedish;Inventor Carl Åkerblom is a rosy-cheeked 54 year-old admirer of Franz Schubert - and a patient in the psychiatric ward of Akademiska Hospital in Uppsala, after having attempted to beat to death his fiancée, Pauline Thibault. Together with another patient, Professor Osvald Vogler, they set up a film project: the living talkie. Before long, they set off on a frantic tou... Read all;Sweden
tt0073822;La flûte enchantée;1975;7.5;/title/tt0073822/?ref_=nm_flmg_t_3_act; Sweden, Stockholms län, Drottningholm Castle  Drottningholm;Comedy,Fantasy,Music;Swedish;The story of the prince Tamino and his zestful sidekick Papageno, who are sent on a mission to save a beautiful princess from the clutches of evil.;Sweden
tt0070644;Scènes de la vie conjugale;1973;8.5;/title/tt0070644/?ref_=nm_flmg_t_4_act; Sweden, Gotlands län,Fårö;Drama;Swedish;Ten years within the marriage of Marianne and Johan.;Sweden
tt0069467;Cris et chuchotements;1972;8.0;/title/tt0069467/?ref_=nm_flmg_t_5_act; Sweden, Södermanlands län,Taxinge-Näsby estate  Mariefred;Drama;Swedish;When a woman dying of cancer in early twentieth-century Sweden is visited by her two sisters, long-repressed feelings between the siblings rise to the surface.;Sweden
tt0064793;Une passion;1969;7.6;/title/tt0064793/?ref_=nm_flmg_t_6_act; Sweden, Gotlands län,Fårö;Drama;Swedish;A recently divorced man meets an emotionally devastated widow and they begin a love affair.;Sweden
tt0064897;Le rite;1969;7.0;/title/tt0064897/?ref_=nm_flmg_t_7_act; Sweden, Stockholms län, Filmstaden  Råsunda;Drama;Swedish;A theatre troupe is called to court because of obscene performance material and an interrogation ensues, which causes them to expose their neuroses and inner psychological torments.;Sweden
tt0048272;Rêve de femmes;1955;7.0;/title/tt0048272/?ref_=nm_flmg_t_8_act; Sweden, Västra Götalands län,Liseberg  Gothenburg;Drama;Swedish;Two different women - a young photo model and her boss - dream about a happy life with beloved men. Their dreams are as different as they are.;Sweden
tt0047167;Une leçon d'amour;1954;7.0;/title/tt0047167/?ref_=nm_flmg_t_9_act; Sweden, Skåne län,Arild;Comedy,Drama,Romance;Swedish;After a 15-year marriage, the spouses are going to divorce, but suddenly find out that their feelings have not vanished yet.;Sweden
tt0044811;L'attente des femmes;1952;7.0;/title/tt0044811/?ref_=nm_flmg_t_10_act; France, Paris,Sacré-Coeur;Comedy,Drama;Swedish;The four wives of four brothers share stories of their marriages as they each wait for their husbands in a small, secluded cottage.;Sweden
tt0043048;Vers la joie;1950;7.2;/title/tt0043048/?ref_=nm_flmg_t_11_act; Sweden, Skåne län,Arild;Drama;Swedish;Two violinists playing in the same orchestra fall in love and get married, but they can't get along.;Sweden
tt0041998;La fontaine d'Aréthuse;1949;6.5;/title/tt0041998/?ref_=nm_flmg_t_12_act; Germany,Hamburg,;Drama;Swedish;A needy couple in a bad marriage travel back to Stockholm after a trip to Italy. Meanwhile, a widow resists seductions from two different persons - her psychiatrist and a lesbian friend.;Sweden
tt0040622;Musique dans les ténèbres;1948;6.4;/title/tt0040622/?ref_=nm_flmg_t_13_act; Sweden, Stockholms län, Norrmalm  Stockholm;Drama;Swedish;A blind musician falls in love with a kindhearted girl.;Sweden
tt0039834;L'éternel mirage;1947;6.4;/title/tt0039834/?ref_=nm_flmg_t_14_act; Sweden, Stockholms län, Gärdet  Stockholm;Drama;Swedish;A sailor returns to his hometown after 7 years and remembers the dark and the light moments of his past.;Sweden
tt0036914;Tourments;1944;7.3;/title/tt0036914/?ref_=nm_flmg_t_15_act; Sweden, Stockholm,Norra Latin High School  Norrmalm;Drama,Romance;Swedish;An idealistic adolescent suffering under the thumb of a sadistic schoolmaster falls in love with a loose girl who is bullied and tormented by another lover.;Sweden
tt0084914;Une femme nommée Golda;1982;7.5;/title/tt0084914/?ref_=nm_flmg_t_1_act; Israel,Tel Aviv,;Biography,Drama,History;English;The story of the Russian-born, Wisconsin-raised woman who rose to become Israel's prime minister in the late 1960s and early 1970s.;United States
tt0077711;Sonate d'automne;1978;8.1;/title/tt0077711/?ref_=nm_flmg_t_2_act; Norway,Jar,;Drama,Music;Swedish;A devoted wife is visited by her mother, a successful concert pianist who had little time for her when she was young.;West Germany
tt0074878;Nina;1976;5.1;/title/tt0074878/?ref_=nm_flmg_t_3_act; Italy, Lazio,Rome;Drama,Fantasy,Romance;English;A simple young woman helps eccentric old countess deal with her old age and she introduces the young woman to a world of upper class society.;Italy
tt0071877;Le crime de l'Orient-Express;1974;7.2;/title/tt0071877/?ref_=nm_flmg_t_4_act; Turkey,Istanbul,;Crime,Drama,Mystery;English;In December 1935, when his transcontinental luxury train is stranded by deep snow, detective Hercule Poirot is called on to solve a murder that occurred in his car the night before, with a multitude of suspects.;United Kingdom
tt0070079;From the Mixed-Up Files of Mrs. Basil E. Frankweiler;1973;6.2;/title/tt0070079/?ref_=nm_flmg_t_5_act; USA, New Jersey,Madison;Family,Drama,Comedy;English;Precocious Claudia and her brother run away from home and hide in the Metropolitan Museum in New York.;United States
tt0066542;La pluie de printemps;1970;6.1;/title/tt0066542/?ref_=nm_flmg_t_6_act; USA, Tennessee, Great Smoky Mountains National Park - 107 Park Headquarters Road  Gatlinburg;Drama,Romance;English;The Merediths move to an isolated farm. Mrs. Meredith and the neighbour Will Cade become friends and anticipate becoming lovers.;United States
tt0064117;Fleur de cactus;1969;7.2;/title/tt0064117/?ref_=nm_flmg_t_7_act; USA, New York, Manhattan  New York City;Comedy,Romance;English;A dentist pretends to be married to avoid commitment, but when he falls for his girlfriend and proposes, he must recruit his lovelorn nurse to pose as his wife.;United States
tt0233023;ABC Stage 67;1967;7.4;/title/tt0233023/?ref_=nm_flmg_t_8_act;;Comedy,Drama,Musical;English;A weekly anthology of one-hour plays, both original and adapted from literary sources.;United States
tt0062306;Stimulantia;1967;5.7;/title/tt0062306/?ref_=nm_flmg_t_9_act; Sweden, Stockholms län,Djursholm;Drama;Swedish;A Swedish film in eight episodes by directors Ingmar Bergman, Vilgot Sjöman, Lars Görling, Hans Alfredson, Tage Danielsson, Hans Abramson, Jörn Donner, Arne Arnbom, Gustaf Molander.;Sweden
tt0061794;The Human Voice;1966;7.0;/title/tt0061794/?ref_=nm_flmg_t_10_act; UK, England, Wembley  London;Drama;English;A monologue of a woman talking on the phone with her longterm lover who is about to marry another girl.;United Kingdom
tt0059927;La Rolls-Royce jaune;1964;6.4;/title/tt0059927/?ref_=nm_flmg_t_11_act;;Comedy,Drama,Romance;Italian;Anthology movie about three owners of a yellow Rolls-Royce. A British diplomat buys the car for his French wife. A mobster's girlfriend has an affair in Italy. An American woman drives a Yugoslavian partisan;United Kingdom
tt0058724;La Rancune;1964;7.4;/title/tt0058724/?ref_=nm_flmg_t_12_act; Italy, Lazio, Capranica  Viterbo;Drama;English;An unwed pregnant teenager is run out of town and years later she returns there as a rich woman, raising the town's expectations with her generosity, but she's only out for revenge.;United States
tt0057135;Hedda Gabler;1962;7.0;/title/tt0057135/?ref_=nm_flmg_t_13_act;;Drama;English;A scheming woman marries a nice but dimwitted intellectual out of convenience. She hears that her old lover is back in town. She decides to destroy his life, jealous of his love affair with another.;United Kingdom
tt0207317;Auguste;1961;5.7;/title/tt0207317/?ref_=nm_flmg_t_14_act;;Comedy;French;A great specialist in this modern form of advertising called "public relations", George Flower wanted, on the one hand, to launch the films of the great American star Marylin Wood, and on the other hand to make the young starlet known to the general public. Françoise Martin on whom he has great hopes. To draw the attention of her fellow citizens to herself, Françoise ... Read all;France
tt0054936;Aimez-vous Brahms?;1961;7.0;/title/tt0054936/?ref_=nm_flmg_t_15_act; France, Yvelines,Auberge de la Moutière - 14 Rue Moutière  Montfort-l'Amaury;Drama,Romance;English;A successful business woman, dissatisfied with her current, philandering lover, starts an affair with a much younger man.;France
tt0049291;Plus dure sera la chute;1956;7.5;/title/tt0049291/?ref_=nm_flmg_t_1_act; USA, New York,South Street and Catherine Slip  Manhattah;Drama,Film-Noir,Sport;English;An ex-sportswriter is hired by a shady fight promoter to promote his latest find, an unknown but easily exploitable rising star from Argentina.;United States
tt0047985;La maison des otages;1955;7.5;/title/tt0047985/?ref_=nm_flmg_t_2_act; USA, California, Universal Studios - 100 Universal City Plaza  Universal City;Crime,Drama,Film-Noir;English;Three escaped convicts move in on and terrorize a suburban household.;United States
tt0048291;La main gauche du Seigneur;1955;6.4;/title/tt0048291/?ref_=nm_flmg_t_3_act;;Drama;English;At a Catholic mission in China, long-awaited "Father O'Shea" proves to be a tough guy, disturbingly attractive to mission nurse Anne.;United States
tt0048801;La cuisine des anges;1955;7.4;/title/tt0048801/?ref_=nm_flmg_t_4_act; USA, California, Hollywood  Los Angeles;Comedy,Crime,Romance;English;Three Devil's Island escapees hide out in the house of a kindly merchant and repay his kindness by helping him and his family out of several crises.;United States
tt0046637;Producers' Showcase;1955;7.2;/title/tt0046637/?ref_=nm_flmg_t_5_act;;Drama,Musical,Comedy;English;This program aired once every fourth week, and was one of the most costly live shows of the 1950s. Many stars appeared on this show.;United States
tt0046754;La comtesse aux pieds nus;1954;6.9;/title/tt0046754/?ref_=nm_flmg_t_6_act; Italy, Liguria,Portofino  Genoa;Crime,Drama,Mystery;English;This is the life of a Hollywood movie star named Maria, as told by writer/director Harry Dawes, from being discovered in Madrid, Spain, until her funeral in Italy.;United States
tt0047437;Sabrina;1954;7.6;/title/tt0047437/?ref_=nm_flmg_t_7_act; USA, California, Bel Air  Los Angeles;Comedy,Drama,Romance;English;A playboy becomes interested in the daughter of his family's chauffeur, but it's his more serious brother who would be the better man for her.;United States
tt0046816;Ouragan sur le Caine;1954;7.7;/title/tt0046816/?ref_=nm_flmg_t_8_act; USA, California, Yosemite Valley  Yosemite National Park;Drama,War;English;When a U.S. Naval captain shows signs of mental instability that jeopardises the ship, the first officer is urged to consider relieving him of command.;United States
tt0046414;Plus fort que le diable;1953;6.4;/title/tt0046414/?ref_=nm_flmg_t_9_act; Italy, Campania,Amalfi Coast  Salerno;Action,Adventure,Comedy;Arabic;On their way to Africa are a group of rogues who hope to get rich there, and a seemingly innocent British couple. They meet and things happen...;United Kingdom
tt0042116;The Jack Benny Program;1953;8.6;/title/tt0042116/?ref_=nm_flmg_t_10_act; USA, California, Fairfax  Los Angeles;Comedy;English;The comic misadventures of the "skinflint" comedian and his friends.;United States
tt0045544;Le cirque infernal;1953;5.9;/title/tt0045544/?ref_=nm_flmg_t_11_act; USA, Virginia,Fort Pickett  Blackstone;Drama,Romance,War;English;Set in Korea and made during the war, this is the love story of a hard-bitten Army surgeon, and a new nurse ready to save the world.;United States
tt0044533;Bas les masques;1952;7.2;/title/tt0044533/?ref_=nm_flmg_t_12_act; USA, New York, Manhattan  New York City;Crime,Drama,Film-Noir;English;With his newspaper about to be sold, crusading editor Ed Hutcheson tries to complete an exposé on gangster Rienzi.;United States
tt0043265;La Reine africaine;1951;7.7;/title/tt0043265/?ref_=nm_flmg_t_13_act; Uganda,Lake Albert,;Adventure,Drama,Romance;English;In WWI East Africa, a gin-swilling Canadian riverboat captain is persuaded by a strait-laced English missionary to undertake a trip up a treacherous river and use his boat to attack a German gunship.;United Kingdom
tt0044040;Sirocco;1951;6.2;/title/tt0044040/?ref_=nm_flmg_t_14_act; USA, Arizona,Yuma;Action,Drama,Film-Noir;English;A cynical American expatriate gets involved in smuggling and gun-running for the rebels during the 1925 Syrian insurgency against French occupation.;United States
tt0043503;La femme à abattre;1951;7.3;/title/tt0043503/?ref_=nm_flmg_t_15_act; USA, California,Warner Brothers Burbank Studios - 4000 Warner Boulevard  Burbank;Crime,Film-Noir,Thriller;English;A crusading district attorney finally gets a chance to prosecute the organizer and boss of Murder Inc.;United States
tt10905860;Big Bug Man;2006;6.8;/title/tt10905860/?ref_=nm_flmg_t_1_act;;Animation,Comedy;English;Candy company worker Howard Kind gains special abilities after being bitten by insects.;United States
tt0442674;Le parrain;2006;8.3;/title/tt0442674/?ref_=nm_flmg_t_2_act; USA, New York,Brooklyn  New York City;Action,Crime,Drama;English;Set in New York from 1945-1955, Players will join the Corleone family as "soldiers" and work their way up the ranks through loyalty, fear, and any number of illegal activities. The goal is to become Don of your own mafia family.;United States
tt1667880;Michael Jackson: You Rock My World;2001;7.8;/title/tt1667880/?ref_=nm_flmg_t_3_act;;Short,Comedy,Crime;English;A beautiful girl walks down the street and gains the attention of Michael Jackson and Chris Tucker. They follow her and get in trouble.;United States
