tt0048380;nm0000406;
tt0048380;nm0503777;
tt0048380;nm0517597;
tt0048604;nm0789520;
tt0055214;nm0027183;
tt0053455;nm0027183;
tt0053351;nm0744035;
tt0052545;nm0572851;
tt0052876;nm0202681;
tt0052876;nm0001500;
tt0052876;nm0792605;
tt0051899;nm0542649;
tt0052283;nm0242897;
tt0050658;nm0000697;
tt0049233;nm0943758;
tt0047956;nm0695937;
tt0047647;nm0000736;
tt0047013;nm0368871;
tt0045563;nm0293707;
tt0046238;nm0733476;
tt0045184;nm0211964;
tt0098649;nm0169540;
tt0094315;nm0000755;
tt0090663;nm0870800;
tt0089640;nm0523310;
tt0086198;nm0769615;
tt0084494;nm0769615;
tt0082360;nm0177034;
tt0081526;nm0000165;
tt0081738;nm0396421;
tt0081738;nm0568546;
tt0081750;nm0178114;
tt0079956;nm0441501;
tt0077413;nm0347086;
tt0078158;nm0396421;
tt0063821;nm0606593;
tt0063801;nm0002195;
tt0061380;nm0572132;
tt0061447;nm0850895;
tt10898960;nm0850895;
tt0060463;nm0850895;
tt0059112;nm0506589;
tt0058571;nm0422484;
tt0057329;nm0330456;
tt0057581;nm0422484;
tt0055797;nm0910199;
tt0056575;nm0542720;
tt0055100;nm0542720;
tt0096460;nm0418986;
tt0090490;nm0382227;
tt0084609;nm0505697;
tt0082779;nm0923613;
tt0075529;nm0062308;
tt0079152;nm0002175;
tt0078350;nm0000740;
tt0075648;nm0417054;
tt0069110;nm0027183;
tt0067721;nm0806915;
tt0065374;nm0318150;
tt0049261;nm0828419;
tt0048545;nm0712947;
tt0048028;nm0001415;
tt0045449;nm13895776;
tt13774298;nm0000015;
tt0070460;nm0000076;
tt0066989;nm0000076;
tt0324361;nm0186622;
tt0053964;nm0003606;
tt0079867;nm0376101;
tt0058453;nm0703689;
tt0055031;nm0006452;
tt0052311;nm0000080;
tt0051201;nm0000697;
tt0049520;nm0853138;
tt0048960;nm0027183;
tt0048960;nm0268513;
tt0045070;nm0000485;
tt0043859;nm0467396;
tt0042994;nm0000033;
tt0041523;nm0548529;
tt0040367;nm0000697;
tt0039428;nm0500552;
tt0038728;nm0480190;
tt0036984;nm0226189;
tt1462446;nm0439137;
tt0290218;nm0329640;
tt0311110;nm0770961;
tt0108968;nm0556435;
tt0167423;nm0038875;
tt5789448;nm0779265;
tt0111353;nm0572951;
tt0109936;nm0528718;
tt0105343;nm0037790;
tt0103194;nm0144482;
tt0102603;nm0000484;
tt0095373;nm0338719;
tt0093267;nm0000019;
tt0086412;nm0814773;
tt0075793;nm0778633;
tt0069191;nm0000019;
tt0065380;nm0005196;
tt0066922;nm0000019;
tt5508084;nm0656528;
tt5508084;nm0719756;
tt5508084;nm0744023;
tt0040092;nm0744023;
tt0038823;nm0744023;
tt0083141;nm0742471;
tt0082846;nm0041932;
tt0080789;nm0172642;
tt0081273;nm0389431;
tt0080417;nm0921464;
tt0079550;nm0623768;
tt0080116;nm0001228;
tt0078976;nm0707597;
tt0077539;nm0000697;
tt0077691;nm0542720;
tt0076102;nm0502391;
tt0109919;nm0875744;
tt0090908;nm0518719;
tt0078449;nm0362683;
tt0060307;nm0291201;
tt0054532;nm0671766;
tt0056566;nm0454771;
tt0055184;nm0001379;
tt0053957;nm0789520;
tt0052662;nm0485943;
tt0052151;nm0936404;
tt0052278;nm0780833;
tt0050166;nm0909825;
tt0049407;nm0909825;
tt0048691;nm0909825;
tt0048640;nm0229424;
tt0046770;nm0718106;
tt0046085;nm0000406;
tt0046124;nm0202681;
tt0043751;nm0792605;
tt0043371;nm0291035;
tt0043371;nm0659085;
tt0043262;nm0920074;
tt0284714;nm0695462;
tt0057168;nm0623768;
tt0056930;nm0001023;
tt0057093;nm0506187;
tt0054172;nm0796645;
tt0047522;nm0002030;
tt0043012;nm0910199;
tt0041507;nm0502752;
tt0040976;nm0851537;
tt0040308;nm0910199;
tt0040694;nm0591486;
tt0039035;nm0926636;
tt0039035;nm0591486;
tt0039035;nm0796645;
tt0038589;nm0796645;
tt0243166;nm0000519;
tt0127536;nm0001408;
tt0127933;nm0946734;
tt0120800;nm0238865;
tt0116477;nm0000110;
tt0117364;nm0001005;
tt0116136;nm0003418;
tt0117631;nm0382956;
tt0113269;nm0318150;
tt0061170;nm0910199;
tt0058092;nm0625680;
tt0056923;nm0002045;
tt0053877;nm0002045;
tt0053143;nm0001175;
tt0053125;nm0000033;
tt0051745;nm0789520;
tt0051773;nm0002045;
tt0050599;nm0002045;
tt0050105;nm0564970;
tt0050858;nm0006452;
tt0048728;nm0000033;
tt0045706;nm0791084;
tt0044916;nm0001328;
tt8924990;nm0449984;
tt0116230;nm0353592;
tt0110604;nm0909026;
tt0102181;nm0001752;
tt0095274;nm0836430;
tt0095530;nm0250489;
tt0159876;nm0258405;
tt0087192;nm0072025;
tt0087892;nm0000180;
tt0086190;nm0549658;
tt0085873;nm0108613;
tt0081062;nm0324995;
tt0069515;nm0625680;
tt0062601;nm0938028;
tt0067681;nm0491626;
tt0067476;nm0339516;
tt0062712;nm0856319;
tt0061377;nm0950109;
tt0060848;nm0950109;
tt0060848;nm0505610;
tt0059460;nm0447944;
tt0057952;nm0368871;
tt0056057;nm0550892;
tt0053308;nm0644048;
tt0052182;nm0542720;
tt0050815;nm0796645;
tt0050397;nm0663577;
tt0116929;nm0120223;
tt0116017;nm0522218;
tt0421542;nm0812380;
tt0183973;nm0267740;
tt0110138;nm0676248;
tt0104069;nm0230286;
tt0109656;nm0599515;
tt0104766;nm0325805;
tt0106954;nm0496459;
tt0101759;nm0001090;
tt0102122;nm0676248;
tt0100141;nm0347098;
tt5348618;nm0233617;
tt0181770;nm0183007;
tt0087350;nm0518192;
tt0096794;nm0000229;
tt0093440;nm0002726;
tt0083189;nm0000953;
tt0078879;nm0950109;
tt0075147;nm0504513;
tt0062467;nm0950109;
tt0062407;nm0002045;
tt0060522;nm0943758;
tt0058385;nm0002030;
tt0054743;nm0943758;
tt0054698;nm0001175;
tt0054428;nm0001379;
tt0053131;nm0003593;
tt0110732;nm0082300;
tt0110391;nm0139111;
tt0111415;nm0367431;
tt0467484;nm1044241;
tt0104805;nm0769615;
tt0095502;nm0769615;
tt0091567;nm0769615;
tt0087354;nm0367431;
tt0079000;nm0002030;
tt0078025;nm0171619;
tt0073636;nm0587706;
tt0073310;nm0002030;
tt0070115;nm0367431;
tt0069958;nm0724798;
tt0293495;nm0259763;
tt0363468;nm0468549;
tt0193364;nm0504802;
tt0133152;nm0000318;
tt0239395;nm0349183;
tt0141907;nm0155093;
tt0112111;nm0828562;
tt0146838;nm0000231;
tt0907895;nm2283579;
tt0141121;nm0393874;
tt0928371;nm2283579;
tt0120591;nm0000881;
tt0083015;nm0001175;
tt0080671;nm0172772;
tt0081747;nm0326360;
tt0078801;nm0281507;
tt0079117;nm0181902;
tt0077394;nm0852279;
tt0077394;nm0388198;
tt0074958;nm0001486;
tt0074085;nm0334353;
tt0071292;nm0172772;
tt0069822;nm0000142;
tt0069806;nm0125111;
tt0069179;nm0542702;
tt0067989;nm0001175;
tt0084726;nm0583292;
tt0060438;nm0504513;
tt0224066;nm0781036;
tt0061599;nm0769334;
tt29262010;nm15284734;
tt0060410;nm0065716;
tt0060410;nm0773693;
tt0059704;nm0851537;
tt0059287;nm0038906;
tt0059631;nm0693376;
tt0059631;nm0000036;
tt0059631;nm0819501;
tt0058953;nm0038906;
tt0294702;nm0625680;
tt0058440;nm0918659;
tt0185731;nm0129917;
tt0075529;nm0062308;
tt0081777;nm0339254;
tt0076890;nm0235066;
tt0070068;nm0441501;
tt0061736;nm0000037;
tt0062873;nm0218840;
tt0061830;nm0000037;
tt0058743;nm0496746;
tt0054022;nm0002030;
tt0053946;nm0006452;
tt0051911;nm0710924;
tt0049314;nm0910199;
tt0049815;nm0896533;
tt0046806;nm0733476;
tt0047050;nm0554249;
tt0046874;nm0780833;
tt0047396;nm0000033;
tt0046912;nm0000033;
tt0040051;nm0548529;
tt1518190;nm0398275;
tt0088744;nm0573475;
tt0089910;nm0936358;
tt0084911;nm0316830;
tt0762803;nm0027413;
tt0064041;nm0001415;
tt0064397;nm0001239;
tt0063467;nm0177034;
tt0063467;nm0623768;
tt0061634;nm0496746;
tt0059431;nm0232902;
tt0058404;nm0001379;
tt0057933;nm0623768;
tt0057917;nm0229424;
tt0055718;nm0494885;
tt0055264;nm0049728;
tt0055264;nm0950109;
tt0053583;nm0058826;
tt0054142;nm0164044;
tt0053884;nm0916271;
tt0053045;nm0002031;
tt0051393;nm0202681;
tt0052097;nm0002031;
tt0050298;nm0005789;
tt0050208;nm0624535;
tt0050192;nm0235066;
tt0049110;nm0878338;
tt0049714;nm0235066;
tt0065727;nm0342489;
tt0060421;nm0338137;
tt0045203;nm0782804;
tt0042144;nm1023688;
tt0041883;nm0211964;
tt0040479;nm0572851;
tt0040754;nm0751514;
tt0100889;nm0624477;
tt0097351;nm0004675;
tt0094787;nm0027183;
tt0096003;nm0677951;
tt0092781;nm0598855;
tt0092105;nm0437596;
tt0090701;nm0680097;
tt0089496;nm0788991;
tt0089966;nm0723629;
tt0086058;nm0001603;
tt0077594;nm0167195;
tt0077594;nm0000045;
tt0070034;nm0167195;
tt0068935;nm0000045;
tt0068767;nm0516344;
tt0067824;nm0516344;
tt0067824;nm0156927;
tt0064638;nm0091575;
tt0061266;nm0949418;
tt0059991;nm0872077;
tt0193458;nm0498306;
tt0193289;nm0628860;
tt0059712;nm0006452;
tt0055382;nm0704224;
tt0047978;nm0514822;
tt0044081;nm0001415;
tt0040098;nm0245213;
tt0038390;nm0664257;
tt0034272;nm0466099;
tt0033238;nm0503777;
tt0032179;nm0212704;
tt0031381;nm0281808;
tt0031381;nm0002030;
tt0031381;nm0939992;
tt0030746;nm0924065;
tt0030989;nm0176699;
tt0029611;nm0198202;
tt0029611;nm0767701;
tt10627584;nm0690642;
tt13463216;nm0690642;
tt3032274;nm0690642;
tt1483419;nm0801819;
tt0875034;nm0551128;
tt0418590;nm0921631;
tt0367360;nm0162013;
tt0289668;nm0690642;
tt0295266;nm0921631;
tt0120158;nm0359894;
tt0113228;nm0222043;
tt0110907;nm0000265;
tt0098244;nm0921631;
tt0268070;nm0728271;
tt0058456;nm0001471;
tt0058384;nm0038906;
tt0056943;nm0869664;
tt0057449;nm0000339;
tt0055988;nm0000740;
tt0056552;nm0000339;
tt0055608;nm0000740;
tt0108187;nm0001175;
tt0062601;nm0938028;
tt0063939;nm0131968;
tt0063939;nm1116793;
tt0061739;nm0001175;
tt0060837;nm0695462;
tt0060837;nm0293989;
tt0068334;nm0006916;
tt0063612;nm0695937;
tt0060169;nm0554249;
tt0051016;nm0000740;
tt0051196;nm0850895;
tt0157035;nm0191386;
tt0044662;nm0259838;
tt0043476;nm0191899;
tt0042753;nm0370821;
tt0088746;nm0708034;
tt0088111;nm0108707;
tt0089049;nm0512327;
tt0331999;nm0831968;
tt0085152;nm0024888;
tt0085152;nm0327398;
tt0086618;nm0198991;
tt0132520;nm2729675;
tt0084855;nm0001486;
tt0082233;nm0557704;
tt0084157;nm0131769;
tt0083908;nm0357891;
tt0081809;nm0572132;
tt0120443;nm0210701;
tt0117968;nm0749914;
tt0114086;nm0000774;
tt0114086;nm0000694;
tt0115479;nm0264967;
tt0112654;nm0889513;
tt0235156;nm0523439;
tt0108435;nm0088397;
tt0106678;nm0069833;
tt0105706;nm0452319;
tt0103224;nm0150057;
tt0102439;nm0000766;
tt0103055;nm0757256;
tt0103200;nm0002180;
tt0100681;nm0868153;
tt0126973;nm6790237;
tt0114075;nm0728189;
tt0112817;nm0000464;
tt0112440;nm0067999;
tt0108588;nm0320180;
tt0108358;nm0181902;
tt0108358;nm0418883;
tt0101540;nm0000217;
tt0173437;nm1108056;
tt0100148;nm0104096;
tt0100428;nm0491626;
tt0097611;nm0441914;
tt0053291;nm0000697;
tt0050861;nm0000059;
tt0049038;nm0517597;
tt0048605;nm0000697;
tt0047574;nm0485943;
tt0047422;nm0695937;
tt0047422;nm0624535;
tt0045891;nm0624535;
tt0045810;nm0001328;
tt0046126;nm0368871;
tt0044557;nm0001928;
tt0313901;nm0000055;
tt0313901;nm0953123;
tt0032023;nm0562845;
tt0030194;nm0550892;
tt0030194;nm0693281;
tt0892391;nm1435800;
tt0901686;nm0005124;
tt0901686;nm0768959;
tt0814044;nm2014649;
tt0317219;nm0005124;
tt0317219;nm0710020;
tt0401623;nm0184729;
tt0353849;nm0622553;
tt0257044;nm0005222;
tt0149367;nm0437709;
tt0139462;nm0001502;
tt0119594;nm0000914;
tt0110684;nm0000914;
tt0085384;nm0001175;
tt0083647;nm0285302;
tt0084814;nm0001175;
tt0081470;nm0572132;
tt0081439;nm0796923;
tt0081439;nm0402597;
tt0081439;nm0589228;
tt27163022;nm0141868;
tt0079630;nm0859387;
tt0075807;nm0865709;
tt0074937;nm0601800;
tt0074968;nm0865709;
tt0493295;nm0693376;
tt0073511;nm0002175;
tt0246748;nm0235852;
tt0161356;nm0500609;
tt0112667;nm0170680;
tt0102598;nm0001060;
tt0070598;nm0869427;
tt0066831;nm0792450;
tt0066831;nm0000078;
tt0065859;nm0330456;
tt0060884;nm0572132;
tt0058949;nm0202681;
tt0595253;nm0769615;
tt0057298;nm0572132;
tt0057523;nm0202681;
tt0056255;nm0467396;
tt0096416;nm0418746;
tt22409520;nm0298279;
tt22409520;nm0362058;
tt0090323;nm0402597;
tt0087190;nm0461158;
tt0086993;nm0002044;
tt0092047;nm0707597;
tt0085755;nm0950109;
tt0085969;nm0707597;
tt0087561;nm0254559;
tt0084875;nm0707597;
tt0107859;nm0671957;
tt3498448;nm0589495;
tt0102609;nm0422484;
tt0098022;nm0699933;
tt0092545;nm0001565;
tt0086251;nm0518719;
tt0083387;nm0498637;
tt0077269;nm0769874;
tt0076342;nm0765121;
tt0075005;nm0001149;
tt0069786;nm0467646;
tt0067750;nm0368871;
tt0053290;nm0896542;
tt0051028;nm0454771;
tt0050091;nm0757940;
tt0049170;nm0796645;
tt0048767;nm0454771;
tt0048312;nm0000406;
tt0045961;nm0454771;
tt0046080;nm0005789;
tt0045041;nm0628149;
tt0044552;nm0368871;
tt0043668;nm0001928;
tt0043959;nm0368871;
tt0042195;nm0000485;
tt0065537;nm0334353;
tt0065125;nm0856715;
tt0064155;nm0912766;
tt0063231;nm0851537;
tt0063634;nm0851537;
tt0063643;nm0856715;
tt0061489;nm0618834;
tt0061595;nm0851537;
tt0061610;nm0723664;
tt0061015;nm0851537;
tt0059563;nm0601077;
tt0060429;nm0208111;
tt0059255;nm0625383;
tt0056585;nm0851537;
tt0059224;nm0755963;
tt0275947;nm0121789;
tt0383009;nm0722749;
tt0228685;nm0106116;
tt0117657;nm0320306;
tt0117604;nm0427323;
tt0117604;nm0794779;
tt0116441;nm0363553;
tt0379362;nm1487820;
tt0114887;nm0000778;
tt0110018;nm0065471;
tt0110019;nm0636165;
tt0110016;nm0498991;
tt0284316;nm0258757;
tt0070723;nm0281507;
tt0068995;nm0827854;
tt5241678;nm0769615;
tt0066393;nm0831720;
tt0066179;nm0336139;
tt0064615;nm0496746;
tt0063556;nm0280718;
tt0063341;nm0661577;
tt0062731;nm0002175;
tt0056801;nm0000019;
tt7089292;nm9103693;
tt2103266;nm0678014;
tt2103266;nm0789783;
tt0065610;nm0167195;
tt0061420;nm0490871;
tt0061169;nm0819806;
tt0060564;nm0819806;
tt0058091;nm0625680;
tt0043224;nm0545131;
tt0050422;nm0851537;
tt0066249;nm0000697;
tt0046374;nm0591486;
tt0046374;nm0718106;
tt0043743;nm0112218;
tt0029087;nm0275494;
tt0056412;nm0001603;
tt0053729;nm0091430;
tt0053220;nm0091430;
tt0053441;nm0091430;
tt0051437;nm0091430;
tt0050296;nm0091430;
tt0050963;nm0054374;
tt0051047;nm0091430;
tt0049745;nm0507390;
tt0049743;nm0091430;
tt0048289;nm0507390;
tt0048690;nm0782947;
tt0048535;nm0924065;
tt0048703;nm0401680;
tt0046801;nm0211964;
tt0115034;nm0035106;
tt27692488;nm0423388;
tt27692488;nm0000069;
tt19720240;nm0324137;
tt0087032;nm0624102;
tt0087032;nm0000835;
tt0080738;nm0404606;
tt0075876;nm0334353;
tt0065642;nm0447944;
tt0063210;nm0235066;
tt0062883;nm0235066;
tt0022971;nm0478441;
tt0022938;nm0782682;
tt0101329;nm0629216;
tt0101329;nm0920425;
tt0081190;nm0581303;
tt0081987;nm0359869;
tt0081987;nm0872482;
tt0325452;nm0568150;
tt0077890;nm0149548;
tt0077234;nm0935382;
tt0075213;nm0796923;
tt2891146;nm0342927;
tt0068680;nm0177034;
tt6973532;nm0479999;
tt0207156;nm0224683;
tt0109813;nm0505152;
tt0098418;nm0001676;
tt0096488;nm0001874;
tt0093755;nm0782381;
tt0092081;nm0765121;
tt0043224;nm0545131;
tt0041549;nm0908831;
tt0041923;nm0124877;
tt0041093;nm0908831;
tt0041662;nm0637790;
tt0040369;nm0000406;
tt0039892;nm0324013;
tt0039169;nm0718321;
tt0039472;nm0445033;
tt0037848;nm0908831;
tt0036940;nm0226189;
tt0036940;nm0002030;
tt0035068;nm0547446;
tt0033780;nm0118807;
tt0064211;nm0336139;
tt0058479;nm0624535;
tt0137449;nm0553077;
tt0057598;nm0001351;
tt0055728;nm0695937;
tt0046791;nm0425913;
tt0046949;nm0002031;
tt0046181;nm0670874;
tt0045039;nm0113284;
tt0045316;nm0869664;
tt0061735;nm0006452;
tt0057193;nm0006452;
tt0056085;nm0916139;
tt0056085;nm0310775;
tt0054805;nm0503777;
tt0051845;nm0000406;
tt0052027;nm0836328;
tt0052027;nm0003593;
tt0050307;nm0485943;
tt0049523;nm0229424;
tt0047849;nm0836328;
tt0046808;nm0229424;
tt0045471;nm0002030;
tt0045012;nm0002030;
tt0020727;nm0777579;
tt0072732;nm0382779;
tt0068103;nm0005131;
tt0071824;nm0836328;
tt0069834;nm0572132;
tt0062601;nm0938028;
tt0070825;nm0447944;
tt0068332;nm0091575;
tt0068421;nm0041932;
tt0066301;nm0001328;
tt0262030;nm0365346;
tt0065547;nm0572132;
tt0065150;nm0572132;
tt0065126;nm0368871;
tt0063060;nm0572132;
tt0063035;nm0446129;
tt0063035;nm0000078;
tt0063035;nm0503777;
tt0062472;nm0447944;
tt0061619;nm0001328;
tt0060218;nm0789520;
tt0059740;nm0368871;
tt0059309;nm0695937;
tt0059245;nm0828419;
tt0059245;nm0000180;
tt0059245;nm0624535;
tt0057007;nm0000406;
tt0056059;nm0001328;
tt0056217;nm0000406;
tt0054757;nm0002031;
tt0054757;nm0000078;
tt0054127;nm0368871;
tt0053580;nm0000078;
tt0052902;nm0000406;
tt0053221;nm0001328;
tt0051398;nm0001379;
tt0051757;nm0437900;
tt0050629;nm0368871;
tt0050562;nm0903049;
tt0051198;nm0000406;
tt0049730;nm0000406;
tt0049092;nm0694090;
tt0047889;nm0920074;
tt0047889;nm0000078;
tt0048593;nm0268513;
tt0047086;nm0920074;
tt0045883;nm0268513;
tt0045919;nm0920074;
tt0046463;nm0002031;
tt0044418;nm0524995;
tt0045061;nm0000406;
tt0043547;nm0712947;
tt0043887;nm0905729;
tt0042895;nm0000406;
tt0041841;nm0245385;
tt0041361;nm0905729;
tt0041866;nm0000406;
tt0040946;nm0524995;
tt0040064;nm0000406;
tt0040724;nm0001328;
tt0040724;nm0744504;
tt0039927;nm0908831;
tt0039152;nm0335455;
tt0039110;nm0503777;
tt0038160;nm0000406;
tt0038160;nm0599910;
tt0037627;nm0437356;
tt0037522;nm0229424;
tt0037702;nm0437356;
tt0037343;nm0547446;
tt0036824;nm0524995;
tt0036038;nm0736610;
tt0036092;nm0782682;
tt0035250;nm0202088;
tt0035195;nm0782597;
tt0034742;nm0588183;
tt0034889;nm0568915;
tt0035369;nm0258015;
tt0035244;nm0001124;
tt0033806;nm0419265;
tt0034182;nm0368871;
tt0033808;nm0615868;
tt0033871;nm0041678;
tt0033038;nm0307819;
tt0032728;nm0000406;
tt0033159;nm0615868;
tt0032383;nm0909825;
tt0031033;nm0782682;
tt0031718;nm0792450;
tt0032146;nm0792450;
tt0032032;nm0792450;
tt0031722;nm0792450;
tt0031971;nm0000406;
tt0030663;nm0792450;
tt0030714;nm0792450;
tt0030545;nm0792450;
tt0030550;nm0792450;
tt0028653;nm0059106;
tt0028554;nm0523893;
tt0029044;nm0523893;
tt0029034;nm0523893;
tt0028677;nm0523893;
tt0027462;nm0397227;
tt0028227;nm0833965;
tt0028510;nm0942611;
tt0027905;nm0437356;
tt0027849;nm0437356;
tt0027876;nm0437356;
tt0028068;nm0671501;
tt0026614;nm0102908;
tt0026774;nm0682744;
tt0027200;nm0102908;
tt0026846;nm0682744;
tt0026267;nm0102908;
tt0026273;nm0172485;
tt0026908;nm0102908;
tt0027087;nm0102908;
tt0024805;nm0292134;
tt0025373;nm0102908;
tt0025903;nm0102908;
tt0025830;nm0102908;
tt0025699;nm0292134;
tt0025455;nm0102908;
tt0024902;nm0102908;
tt0025969;nm0102908;
tt0025440;nm0102908;
tt0024516;nm0769585;
tt0023899;nm0920074;
tt0024500;nm0102908;
tt0024293;nm0942611;
tt0023775;nm0337586;
tt0024124;nm0926171;
tt0024257;nm0562845;
tt0024592;nm0942611;
tt0023878;nm0920074;
tt0023878;nm0337586;
tt0024663;nm0163786;
tt0024663;nm0769585;
tt0024647;nm0942862;
tt0022981;nm0942611;
tt0022981;nm0363414;
tt0022981;nm0411208;
tt0023576;nm0624756;
tt0022681;nm0942862;
tt0023396;nm0020522;
tt0023038;nm0569645;
tt0023038;nm0769585;
tt0023109;nm0731596;
tt0023631;nm0496505;
tt0023567;nm0496505;
tt0023456;nm0066247;
tt0023456;nm0247484;
tt0023415;nm0006943;
tt0023660;nm0194890;
tt0022109;nm0781292;
tt0021507;nm0003422;
tt0022293;nm0496505;
tt0022134;nm0782707;
tt0022479;nm0485647;
tt0021911;nm0271344;
tt0020691;nm0909825;
tt0020691;nm0517264;
tt0020759;nm0485647;
tt0021319;nm0259006;
tt0021319;nm0831577;
tt0020702;nm0000406;
tt0021140;nm0000406;
tt0019895;nm0166836;
tt0020359;nm0124877;
tt0020359;nm0000406;
tt0020604;nm0864006;
tt0019699;nm0000406;
tt0020438;nm0831577;
tt0020223;nm0002031;
tt0020223;nm0953123;
tt0018972;nm0000406;
tt0478641;nm0851537;
tt0018909;nm0000406;
tt0778043;nm0731596;
tt0017832;nm0916224;
tt0019182;nm0000406;
tt0017632;nm0731910;
tt0440338;nm0851537;
tt0016939;nm0782597;
tt0016627;nm0896542;
tt0016690;nm0176699;
tt4795124;nm0547800;
tt4738238;nm2121786;
tt3077060;nm0837406;
tt0393297;nm0202835;
tt0250494;nm0525659;
tt0255653;nm0728048;
tt0153737;nm0180462;
tt0118836;nm0005618;
tt29596750;nm0000080;
tt0289993;nm0000080;
tt0094007;nm0415617;
tt0085690;nm0535809;
tt0085690;nm0566671;
tt0092106;nm0793802;
tt0086577;nm0375469;
tt0085287;nm0415617;
tt0088134;nm0666999;
tt0951311;nm2529046;
tt0082122;nm0162343;
tt0087202;nm2416695;
tt0082517;nm0000316;
tt0085271;nm0874320;
tt0081758;nm0005196;
tt0081151;nm0336139;
tt0081032;nm0146062;
tt0079005;nm0109455;
tt0074295;nm0601800;
tt0073526;nm0001382;
tt0069681;nm0146062;
tt0064100;nm0005196;
tt0060818;nm0002137;
tt0219554;nm0229424;
tt2860100;nm0715669;
tt1381055;nm0494110;
tt0029737;nm0191899;
tt4566758;nm0138927;
tt10670442;nm0151066;
tt8499638;nm0521601;
tt4591310;nm1110912;
tt3125472;nm0955443;
tt1667150;nm0155201;
tt1092634;nm0405632;
tt0367959;nm0916424;
tt0473444;nm0955443;
tt0430357;nm0000520;
tt0397535;nm0551128;
tt15165236;nm0939182;
tt0343663;nm0000774;
tt0343663;nm0001752;
tt0343663;nm0939182;
tt0212712;nm0939182;
tt0354243;nm0839008;
